Short_name_row;Short_name_col;p_corrected;cor;abs_cor;cor_d
Age >16;Not labor force;0;0.956699140144098;0.956699140144098;p
Unemployed;Not labor force;0;0.893028763396632;0.893028763396632;p
Age >65;Not labor force;0;0.888375069515639;0.888375069515639;p
F age>16;Not labor force;0;0.959461727643229;0.959461727643229;p
Gross rent;Not labor force;0;0.873055558934163;0.873055558934163;p
Age 18 - 64;Not labor force;0;0.954576036915021;0.954576036915021;p
Not labor force, no health insurance;Not labor force, health insuance;0;-0.999999623636105;0.999999623636105;n
High school grad+;Not labor force, private health insurance;0;0.532324071564594;0.532324071564594;p
9-12th grade education;Not labor force, private health insurance;0;-0.522005033945976;0.522005033945976;n
Employed with private health insurance;Not labor force, private health insurance;0;0.526091554838238;0.526091554838238;p
Age 18-64, disability;Not labor force, public health insurance;0;0.515465219832841;0.515465219832841;p
Not labor force, private health insurance;Not labor force, public health insurance;0;-0.787870736267046;0.787870736267046;n
Income <10k;Fam in poverty;0;0.514720401986252;0.514720401986252;p
With private health insurance;Fam in poverty;0;-0.655997030287137;0.655997030287137;n
Not labor force, private health insurance;Fam in poverty;0;-0.508618089063956;0.508618089063956;n
W/ SNAP last 12 mo;Fam in poverty;0;0.687390581506932;0.687390581506932;p
Employed with private health insurance;Fam in poverty;0;-0.554403475555361;0.554403475555361;n
Employed with public health insurance;Fam in poverty;0;0.636014488122763;0.636014488122763;p
Family income, $10-15k;Fam in poverty;0;0.662689541584667;0.662689541584667;p
With public health insurance;Fam in poverty;0;0.546237582321051;0.546237582321051;p
Family income, <$10k;Fam in poverty;0;0.674394270993643;0.674394270993643;p
Income 10k-15k;Fam in poverty;0;0.623804439854687;0.623804439854687;p
Family income, <$10k;Fam, pov, rel. kid <18;0;0.629049088105409;0.629049088105409;p
With public health insurance;Fam, pov, rel. kid <18;0;0.561303293672161;0.561303293672161;p
Income <10k;Fam, pov, rel. kid <18;0;0.551578984955576;0.551578984955576;p
Employed with public health insurance;Fam, pov, rel. kid <18;0;0.513951100993459;0.513951100993459;p
Employed with private health insurance;Fam, pov, rel. kid <18;0;-0.525463662263188;0.525463662263188;n
W/ SNAP last 12 mo;Fam, pov, rel. kid <18;0;0.632444501554641;0.632444501554641;p
Fam in poverty;Fam, pov, rel. kid <18;0;0.862918383759062;0.862918383759062;p
With private health insurance;Fam, pov, rel. kid <18;0;-0.612042061508172;0.612042061508172;n
Fam in poverty;Fam, pov, rel. kid <5;0;0.526260877018355;0.526260877018355;p
Fam, pov, rel. kid <18;Fam, pov, rel. kid <5;0;0.612193210395284;0.612193210395284;p
Pov <18, kid at home;Married couple family in poverty;0;0.534466967000602;0.534466967000602;p
Fam, pov, rel. kid <18;Married couple family in poverty;0;0.520234240243448;0.520234240243448;p
Pov 18-64;Married couple family in poverty;0;0.676578597564366;0.676578597564366;p
Income 10k-15k;Married couple family in poverty;0;0.685084242703497;0.685084242703497;p
With private health insurance;Married couple family in poverty;0;-0.51662777580864;0.51662777580864;n
Family income, $10-15k;Married couple family in poverty;0;0.737302365797801;0.737302365797801;p
Employed with public health insurance;Married couple family in poverty;0;0.506186104613895;0.506186104613895;p
Fam in poverty;Married couple family in poverty;0;0.759733217358024;0.759733217358024;p
Pov 5-17, kid at home;Married couple family in poverty;0;0.505762235219941;0.505762235219941;p
All poverty levels;Married couple family in poverty;0;0.693122800675891;0.693122800675891;p
Pov <18;Married couple family in poverty;0;0.532386465574565;0.532386465574565;p
Pov >18;Married couple family in poverty;0;0.701539679134855;0.701539679134855;p
Pov <18, kid at home;Marry fam pov, rel kid <18;0;0.658351996865825;0.658351996865825;p
With private health insurance;Marry fam pov, rel kid <18;0;-0.51444888263768;0.51444888263768;n
Fam in poverty;Marry fam pov, rel kid <18;0;0.644664676110626;0.644664676110626;p
Pov >18;Marry fam pov, rel kid <18;0;0.586270456119388;0.586270456119388;p
Fam, pov, rel. kid <18;Marry fam pov, rel kid <18;0;0.656386655131838;0.656386655131838;p
Pov <5, kid at home;Marry fam pov, rel kid <18;0;0.522141097990349;0.522141097990349;p
Pov 18-64;Marry fam pov, rel kid <18;0;0.615766511020975;0.615766511020975;p
Married couple family in poverty;Marry fam pov, rel kid <18;0;0.802059926008713;0.802059926008713;p
Pov 5-17, kid at home;Marry fam pov, rel kid <18;0;0.625101791250119;0.625101791250119;p
All poverty levels;Marry fam pov, rel kid <18;0;0.652001293367324;0.652001293367324;p
Pov <18;Marry fam pov, rel kid <18;0;0.649121116477976;0.649121116477976;p
Fam, pov, rel. kid <5;Marry fam, pov, rel. kid <5;0;0.547648406258716;0.547648406258716;p
Fam in poverty;Fam w/o dad, pov;0;0.608013766742712;0.608013766742712;p
Pov 5-17, kid at home;Fam w/o dad, pov;0;0.558910019434798;0.558910019434798;p
Pov <18;Fam w/o dad, pov;0;0.587913432112726;0.587913432112726;p
Fam, pov, rel. kid <18;Fam w/o dad, pov;0;0.646615499854105;0.646615499854105;p
All poverty levels;Fam w/o dad, pov;0;0.55282876016889;0.55282876016889;p
Pov <18, kid at home;Fam w/o dad, pov;0;0.59388545175067;0.59388545175067;p
Pov <18, kid at home;Fam w/o dad, pov, kid <18;0;0.607582390845931;0.607582390845931;p
Fam w/o dad, pov;Fam w/o dad, pov, kid <18;0;0.875710613912026;0.875710613912026;p
All poverty levels;Fam w/o dad, pov, kid <18;0;0.514066643148598;0.514066643148598;p
Fam in poverty;Fam w/o dad, pov, kid <18;0;0.54273386927589;0.54273386927589;p
Pov 5-17, kid at home;Fam w/o dad, pov, kid <18;0;0.568655579676472;0.568655579676472;p
Pov <18;Fam w/o dad, pov, kid <18;0;0.607943242320583;0.607943242320583;p
Fam, pov, rel. kid <18;Fam w/o dad, pov, kid <18;0;0.641012234992242;0.641012234992242;p
Fam, pov, rel. kid <5;Fam w/0 dad, pov, kid <5;0;0.648881234935235;0.648881234935235;p
Fam w/o dad, pov, kid <18;Fam w/0 dad, pov, kid <5;0;0.57297200957955;0.57297200957955;p
Family income, <$10k;All poverty levels;0;0.60242382235466;0.60242382235466;p
Fam in poverty;All poverty levels;0;0.905342527518282;0.905342527518282;p
Income <10k;All poverty levels;0;0.656211761320653;0.656211761320653;p
With public health insurance;All poverty levels;0;0.533270343043901;0.533270343043901;p
Employed with public health insurance;All poverty levels;0;0.605395231636168;0.605395231636168;p
Fam, pov, rel. kid <18;All poverty levels;0;0.845087806469497;0.845087806469497;p
W/ SNAP last 12 mo;All poverty levels;0;0.709916450353632;0.709916450353632;p
Family income, $10-15k;All poverty levels;0;0.564399814761942;0.564399814761942;p
Income 10k-15k;All poverty levels;0;0.57995143301025;0.57995143301025;p
With private health insurance;All poverty levels;0;-0.624293905398166;0.624293905398166;n
Employed with private health insurance;All poverty levels;0;-0.531936271325656;0.531936271325656;n
Fam, pov, rel. kid <5;All poverty levels;0;0.506222010370062;0.506222010370062;p
Family income, <$10k;Pov <18;0;0.571076714091344;0.571076714091344;p
Fam, pov, rel. kid <18;Pov <18;0;0.939545915970029;0.939545915970029;p
Income <10k;Pov <18;0;0.513627376728548;0.513627376728548;p
Employed with private health insurance;Pov <18;0;-0.545425312987074;0.545425312987074;n
Fam in poverty;Pov <18;0;0.823538983183566;0.823538983183566;p
Fam, pov, rel. kid <5;Pov <18;0;0.538821812497102;0.538821812497102;p
Pov >18;Pov <18;0;0.718452187336748;0.718452187336748;p
With public health insurance;Pov <18;0;0.579555570139442;0.579555570139442;p
All poverty levels;Pov <18;0;0.861773927026324;0.861773927026324;p
Pov 18-64;Pov <18;0;0.742474492937947;0.742474492937947;p
Employed with public health insurance;Pov <18;0;0.527353620907174;0.527353620907174;p
With private health insurance;Pov <18;0;-0.633966986498506;0.633966986498506;n
W/ SNAP last 12 mo;Pov <18;0;0.627627351686434;0.627627351686434;p
All poverty levels;Pov <18, kid at home;0;0.858890339359247;0.858890339359247;p
Pov <18;Pov <18, kid at home;0;0.988820949203738;0.988820949203738;p
Pov >18;Pov <18, kid at home;0;0.715470098623206;0.715470098623206;p
Family income, <$10k;Pov <18, kid at home;0;0.579537096124853;0.579537096124853;p
W/ SNAP last 12 mo;Pov <18, kid at home;0;0.624950099972622;0.624950099972622;p
Fam in poverty;Pov <18, kid at home;0;0.83019309146763;0.83019309146763;p
With private health insurance;Pov <18, kid at home;0;-0.633059049264304;0.633059049264304;n
Employed with public health insurance;Pov <18, kid at home;0;0.515398542133796;0.515398542133796;p
Employed with private health insurance;Pov <18, kid at home;0;-0.538436151656344;0.538436151656344;n
Pov 18-64;Pov <18, kid at home;0;0.736150267126915;0.736150267126915;p
With public health insurance;Pov <18, kid at home;0;0.570592372202218;0.570592372202218;p
Fam, pov, rel. kid <5;Pov <18, kid at home;0;0.540579303080944;0.540579303080944;p
Fam, pov, rel. kid <18;Pov <18, kid at home;0;0.949112116278755;0.949112116278755;p
Income <10k;Pov <18, kid at home;0;0.519280796090121;0.519280796090121;p
With private health insurance;Pov <5, kid at home;0;-0.55624964838733;0.55624964838733;n
W/ SNAP last 12 mo;Pov <5, kid at home;0;0.534107755132767;0.534107755132767;p
Pov <18, kid at home;Pov <5, kid at home;0;0.780370396878076;0.780370396878076;p
Pov <18;Pov <5, kid at home;0;0.778411697388064;0.778411697388064;p
Pov >18;Pov <5, kid at home;0;0.586482099931954;0.586482099931954;p
Pov 18-64;Pov <5, kid at home;0;0.601590884950235;0.601590884950235;p
Fam, pov, rel. kid <5;Pov <5, kid at home;0;0.766997014016423;0.766997014016423;p
Pov 5-17, kid at home;Pov <5, kid at home;0;0.572023859799431;0.572023859799431;p
Fam, pov, rel. kid <18;Pov <5, kid at home;0;0.751152201145941;0.751152201145941;p
With public health insurance;Pov <5, kid at home;0;0.50256025270981;0.50256025270981;p
All poverty levels;Pov <5, kid at home;0;0.693019130628222;0.693019130628222;p
Fam in poverty;Pov <5, kid at home;0;0.664652700746406;0.664652700746406;p
Pov <18, kid at home;Pov 5-17, kid at home;0;0.947590042067901;0.947590042067901;p
Pov <18;Pov 5-17, kid at home;0;0.939733767577711;0.939733767577711;p
Pov >18;Pov 5-17, kid at home;0;0.674436066949583;0.674436066949583;p
Fam, pov, rel. kid <18;Pov 5-17, kid at home;0;0.899821867044626;0.899821867044626;p
Employed with private health insurance;Pov 5-17, kid at home;0;-0.51845303597824;0.51845303597824;n
Family income, <$10k;Pov 5-17, kid at home;0;0.539513534463876;0.539513534463876;p
Fam in poverty;Pov 5-17, kid at home;0;0.787355519180958;0.787355519180958;p
All poverty levels;Pov 5-17, kid at home;0;0.813765385083414;0.813765385083414;p
With public health insurance;Pov 5-17, kid at home;0;0.52719093924801;0.52719093924801;p
With private health insurance;Pov 5-17, kid at home;0;-0.598041144934587;0.598041144934587;n
Pov 18-64;Pov 5-17, kid at home;0;0.693969008343089;0.693969008343089;p
W/ SNAP last 12 mo;Pov 5-17, kid at home;0;0.600980802624542;0.600980802624542;p
Fam in poverty;Pov >18;0;0.852377226326125;0.852377226326125;p
Income <10k;Pov >18;0;0.685014704596745;0.685014704596745;p
Fam, pov, rel. kid <18;Pov >18;0;0.72994464059165;0.72994464059165;p
With private health insurance;Pov >18;0;-0.572879605600607;0.572879605600607;n
Family income, $10-15k;Pov >18;0;0.589477803329465;0.589477803329465;p
W/ SNAP last 12 mo;Pov >18;0;0.682905472657135;0.682905472657135;p
All poverty levels;Pov >18;0;0.971577423704635;0.971577423704635;p
Income 10k-15k;Pov >18;0;0.616087992649792;0.616087992649792;p
Family income, <$10k;Pov >18;0;0.561509853961306;0.561509853961306;p
Employed with public health insurance;Pov >18;0;0.586470936968441;0.586470936968441;p
Fam, pov, rel. kid <18;Pov 18-64;0;0.750635667534438;0.750635667534438;p
Income 10k-15k;Pov 18-64;0;0.563745341815721;0.563745341815721;p
Married Parents;Pov 18-64;0;-0.521148032462878;0.521148032462878;n
Income <10k;Pov 18-64;0;0.693442913327488;0.693442913327488;p
All poverty levels;Pov 18-64;0;0.958304076346811;0.958304076346811;p
Fam in poverty;Pov 18-64;0;0.852588804550993;0.852588804550993;p
Employed with private health insurance;Pov 18-64;0;-0.516409092845099;0.516409092845099;n
W/ SNAP last 12 mo;Pov 18-64;0;0.73327747568548;0.73327747568548;p
With public health insurance;Pov 18-64;0;0.5271939263933;0.5271939263933;p
Family income, <$10k;Pov 18-64;0;0.584279330691907;0.584279330691907;p
Family income, $10-15k;Pov 18-64;0;0.55184263246626;0.55184263246626;p
Employed with public health insurance;Pov 18-64;0;0.621317356957563;0.621317356957563;p
Pov >18;Pov 18-64;0;0.974949572344017;0.974949572344017;p
With private health insurance;Pov 18-64;0;-0.582283291062077;0.582283291062077;n
Pov >18;Pov >65;0;0.510341667076814;0.510341667076814;p
Fam, pov, rel. kid <18;In families, poverty;0;0.876320500839669;0.876320500839669;p
With private health insurance;In families, poverty;0;-0.673718451849331;0.673718451849331;n
Pov <5, kid at home;In families, poverty;0;0.713866664027018;0.713866664027018;p
Family income, <$10k;In families, poverty;0;0.622497797520992;0.622497797520992;p
W/ SNAP last 12 mo;In families, poverty;0;0.68828507682258;0.68828507682258;p
With public health insurance;In families, poverty;0;0.564515278564681;0.564515278564681;p
Pov 5-17, kid at home;In families, poverty;0;0.850329201565673;0.850329201565673;p
Fam w/o dad, pov;In families, poverty;0;0.578590504721967;0.578590504721967;p
Employed with public health insurance;In families, poverty;0;0.628427490577699;0.628427490577699;p
Fam, pov, rel. kid <5;In families, poverty;0;0.518956205690073;0.518956205690073;p
Pov <18;In families, poverty;0;0.888923780871346;0.888923780871346;p
All poverty levels;In families, poverty;0;0.934868357260511;0.934868357260511;p
Not labor force, private health insurance;In families, poverty;0;-0.510509257844013;0.510509257844013;n
Fam in poverty;In families, poverty;0;0.966747865557057;0.966747865557057;p
9-12th grade education;In families, poverty;0;0.500141299886893;0.500141299886893;p
Pov 18-64;In families, poverty;0;0.86810063812754;0.86810063812754;p
Marry fam pov, rel kid <18;In families, poverty;0;0.706930283634423;0.706930283634423;p
Employed with private health insurance;In families, poverty;0;-0.55944519038747;0.55944519038747;n
Pov >18;In families, poverty;0;0.855848007291123;0.855848007291123;p
Income 10k-15k;In families, poverty;0;0.57442832390494;0.57442832390494;p
Fam w/o dad, pov, kid <18;In families, poverty;0;0.539434786666611;0.539434786666611;p
Pov <18, kid at home;In families, poverty;0;0.894885149626657;0.894885149626657;p
Married couple family in poverty;In families, poverty;0;0.749838003502237;0.749838003502237;p
Family income, $10-15k;In families, poverty;0;0.598565380188855;0.598565380188855;p
All poverty levels;Pov >15, alone;0;0.639578460654318;0.639578460654318;p
Pov 18-64;Pov >15, alone;0;0.665064751508943;0.665064751508943;p
W/ SNAP last 12 mo;Pov >15, alone;0;0.546086594237158;0.546086594237158;p
Pov >18;Pov >15, alone;0;0.706518389210775;0.706518389210775;p
Income <10k;Pov >15, alone;0;0.616391403810664;0.616391403810664;p
Grands care for grandkids <18;All Housing;0;0.738856261355514;0.738856261355514;p
Take public transportation to work;All Housing;0;0.621738472480273;0.621738472480273;p
Age 18 - 64;All Housing;0;0.981820225479547;0.981820225479547;p
F age>16;All Housing;0;0.987791738495202;0.987791738495202;p
Gross rent;All Housing;0;0.914322628623789;0.914322628623789;p
Citizen, age >18;All Housing;0;0.988541693993209;0.988541693993209;p
Age >16;All Housing;0;0.985655102760402;0.985655102760402;p
Civilian population;All Housing;0;0.977964898466929;0.977964898466929;p
Not Hispanic/Latino;All Housing;0;-0.502918704636192;0.502918704636192;n
Unemployed;All Housing;0;0.836591863885077;0.836591863885077;p
Hispanic/Latino;All Housing;0;0.502918704636248;0.502918704636248;p
Age >65;All Housing;0;0.935782041995101;0.935782041995101;p
Civilian age <19;All Housing;0;0.918278320888768;0.918278320888768;p
Rent/income;All Housing;0;0.916812069980432;0.916812069980432;p
Workers, age >16;All Housing;0;0.972683435123773;0.972683435123773;p
All (hispanic/latino test);All Housing;0;0.978345206028385;0.978345206028385;p
Total labor force age 19-64;All Housing;0;0.977582033239366;0.977582033239366;p
Age <18;All Housing;0;0.915052326777734;0.915052326777734;p
All bedrooms;All Housing;0;1;1;p
Civilian, all;All Housing;0;0.977964898466929;0.977964898466929;p
Female, age15-50, w child<1y;All Housing;0;0.923987163508837;0.923987163508837;p
Children, age <6;All Housing;0;0.936478059568778;0.936478059568778;p
Non-Hispanic White;All Housing;0;-0.61139956465601;0.61139956465601;n
Heat fuel - occupied;All Housing;0;0.997825617508252;0.997825617508252;p
Age >=25;All Housing;0;0.985652536986031;0.985652536986031;p
Civilian labor force;All Housing;0;0.978929644751963;0.978929644751963;p
Employed people;All Housing;0;0.97219698614362;0.97219698614362;p
Grandparent w/ grandchild <18;All Housing;0;0.781555398307663;0.781555398307663;p
Not labor force;All Housing;0;0.94237982959009;0.94237982959009;p
C age 6-17;All Housing;0;0.893436904276948;0.893436904276948;p
Ancestry All;All Housing;0;0.978345206028385;0.978345206028385;p
All computers/internet;All Housing;0;0.997825617508252;0.997825617508252;p
Civilian age 19-64;All Housing;0;0.982500416018006;0.982500416018006;p
Occupied housing;Vacant housing;0;-0.999999889987969;0.999999889987969;n
Unemployed;All units in structure;0;0.836591863885077;0.836591863885077;p
Speak Spanish;All units in structure;0;0.508392518458395;0.508392518458395;p
Hispanic/Latino;All units in structure;0;0.502918704636248;0.502918704636248;p
Age >18, total;All units in structure;0;0.986847819943377;0.986847819943377;p
Civilian age <19;All units in structure;0;0.918278320888768;0.918278320888768;p
All income;All units in structure;0;0.997825617508252;0.997825617508252;p
All computers/internet;All units in structure;0;0.997825617508252;0.997825617508252;p
Age >5;All units in structure;0;0.979415620777346;0.979415620777346;p
Ancestry All;All units in structure;0;0.978345206028385;0.978345206028385;p
Occupants/room;All units in structure;0;0.997825617508252;0.997825617508252;p
Age <18;All units in structure;0;0.915052326777734;0.915052326777734;p
All bedrooms;All units in structure;0;1;1;p
Female >15y;All units in structure;0;0.987141345509393;0.987141345509393;p
Employed pop age >16;All units in structure;0;0.97348157998455;0.97348157998455;p
Employed people;All units in structure;0;0.97219698614362;0.97219698614362;p
Citizen, age >18;All units in structure;0;0.988541693993209;0.988541693993209;p
All Housing;All units in structure;0;1;1;p
Age >5, English only;All units in structure;0;-0.603405088935483;0.603405088935483;n
Cost/mo w/ mortgage;All units in structure;0;0.9141358884782;0.9141358884782;p
Total labor force age 19-64;All units in structure;0;0.977582033239366;0.977582033239366;p
Age >=25;All units in structure;0;0.985652536986031;0.985652536986031;p
Not Hispanic/Latino;All units in structure;0;-0.502918704636192;0.502918704636192;n
Sex/age all;All units in structure;0;0.978345206028385;0.978345206028385;p
F age>16;All units in structure;0;0.987791738495202;0.987791738495202;p
Grands care for grandkids <18;All units in structure;0;0.738856261355514;0.738856261355514;p
SMOC w/o mortgage;All units in structure;0;0.897857237029149;0.897857237029149;p
White, race;All units in structure;0;-0.547363660789352;0.547363660789352;n
Families;All units in structure;0;0.956891016195503;0.956891016195503;p
Grandparent w/ grandchild <18;All units in structure;0;0.781555398307663;0.781555398307663;p
White;All units in structure;0;-0.543059535479347;0.543059535479347;n
Gross rent;All units in structure;0;0.914322628623789;0.914322628623789;p
In school, age >3;All units in structure;0;0.933792157152159;0.933792157152159;p
C age 6-17;All units in structure;0;0.893436904276948;0.893436904276948;p
All Households;All units in structure;0;0.997825617508252;0.997825617508252;p
Native, US born;All units in structure;0;-0.607184318054627;0.607184318054627;n
All race;All units in structure;0;0.978345206028385;0.978345206028385;p
Take public transportation to work;All units in structure;0;0.621738472480273;0.621738472480273;p
Male >15y;All units in structure;0;0.979322678328426;0.979322678328426;p
Value of homes;All units in structure;0;0.925720560954572;0.925720560954572;p
Limited English speaking;All units in structure;0;0.554322763032866;0.554322763032866;p
Non family(NF);All units in structure;0;0.93182296047598;0.93182296047598;p
Not labor force;All units in structure;0;0.94237982959009;0.94237982959009;p
Total employed;All units in structure;0;0.97348157998455;0.97348157998455;p
Occupied houses;All units in structure;0;0.997825617508252;0.997825617508252;p
Pop in households;All units in structure;0;0.976157439281599;0.976157439281599;p
Native;All units in structure;0;-0.599177010507458;0.599177010507458;n
All mortgage status;All units in structure;0;0.925720560954572;0.925720560954572;p
Occupied tenure;All units in structure;0;0.997825617508252;0.997825617508252;p
Age >65, total;All units in structure;0;0.936097876129744;0.936097876129744;p
SMOC/income w/morg.;All units in structure;0;0.91329847244224;0.91329847244224;p
Rent/income;All units in structure;0;0.916812069980432;0.916812069980432;p
Workers, age >16;All units in structure;0;0.972683435123773;0.972683435123773;p
Non-Hispanic White;All units in structure;0;-0.61139956465601;0.61139956465601;n
Children, age <6;All units in structure;0;0.936478059568778;0.936478059568778;p
Heat fuel - occupied;All units in structure;0;0.997825617508252;0.997825617508252;p
Non-English speaker;All units in structure;0;0.603405088935491;0.603405088935491;p
Age 18 - 64;All units in structure;0;0.981820225479547;0.981820225479547;p
Age >16;All units in structure;0;0.985655102760402;0.985655102760402;p
SMOC/income w/o morg.;All units in structure;0;0.897515131984101;0.897515131984101;p
All rooms;All units in structure;0;1;1;p
Age >1;All units in structure;0;0.97840118160925;0.97840118160925;p
All Race(alone or combo);All units in structure;0;0.978345206028385;0.978345206028385;p
Foreign Born, place of birth;All units in structure;0;0.599177010507478;0.599177010507478;p
Civilian labor force;All units in structure;0;0.978929644751963;0.978929644751963;p
Female, age15-50, w child<1y;All units in structure;0;0.923987163508837;0.923987163508837;p
Age >65;All units in structure;0;0.935782041995101;0.935782041995101;p
All (hispanic/latino test);All units in structure;0;0.978345206028385;0.978345206028385;p
Civilian, all;All units in structure;0;0.977964898466929;0.977964898466929;p
Civilian population;All units in structure;0;0.977964898466929;0.977964898466929;p
Total population;All units in structure;0;0.978345206028385;0.978345206028385;p
Civilian age 19-64;All units in structure;0;0.982500416018006;0.982500416018006;p
1 bedroom;1 unit detached;0;-0.619755962598411;0.619755962598411;n
Workers, age >16;1 unit detached;0;-0.54788199785045;0.54788199785045;n
Age 18 - 64;1 unit detached;0;-0.558544084358664;0.558544084358664;n
Female >15y;1 unit detached;0;-0.549395857368151;0.549395857368151;n
Native, Born in US state of residence;1 unit detached;0;0.520524911371162;0.520524911371162;p
Civilian, all;1 unit detached;0;-0.535249146311531;0.535249146311531;n
Renter occupied;1 unit detached;0;-0.716275357943528;0.716275357943528;n
White, race;1 unit detached;0;0.542638448244577;0.542638448244577;p
All Race(alone or combo);1 unit detached;0;-0.537264923524228;0.537264923524228;n
Pop in households;1 unit detached;0;-0.53057314824356;0.53057314824356;n
Native;1 unit detached;0;0.562985425504496;0.562985425504496;p
Age >16;1 unit detached;0;-0.550050007162992;0.550050007162992;n
Gross rent;1 unit detached;0;-0.648273889450782;0.648273889450782;n
Employed people;1 unit detached;0;-0.549286745306436;0.549286745306436;n
Not labor force;1 unit detached;0;-0.549833631884784;0.549833631884784;n
Native, US born;1 unit detached;0;0.569064618321099;0.569064618321099;p
3 rooms;1 unit detached;0;-0.633172376726351;0.633172376726351;n
Non-Hispanic White;1 unit detached;0;0.564987574704396;0.564987574704396;p
All bedrooms;1 unit detached;0;-0.582437760818893;0.582437760818893;n
All computers/internet;1 unit detached;0;-0.573984359570699;0.573984359570699;n
Occupants/room;1 unit detached;0;-0.573984359570699;0.573984359570699;n
All Households;1 unit detached;0;-0.573984359570699;0.573984359570699;n
Rent/income;1 unit detached;0;-0.64683371004855;0.64683371004855;n
Children, age <6;1 unit detached;0;-0.511650452248444;0.511650452248444;n
All rooms;1 unit detached;0;-0.582437760818893;0.582437760818893;n
Non-English speaker;1 unit detached;0;-0.532510725435403;0.532510725435403;n
Age >18, total;1 unit detached;0;-0.553345279543741;0.553345279543741;n
Employed pop age >16;1 unit detached;0;-0.546803899264902;0.546803899264902;n
Sex/age all;1 unit detached;0;-0.537264923524228;0.537264923524228;n
All Housing;1 unit detached;0;-0.582437760818893;0.582437760818893;n
Non family(NF);1 unit detached;0;-0.625216191528892;0.625216191528892;n
Occupied houses;1 unit detached;0;-0.573984359570699;0.573984359570699;n
Owner occupied;1 unit detached;0;0.716273569681604;0.716273569681604;p
Total employed;1 unit detached;0;-0.546803899264902;0.546803899264902;n
In school, age >3;1 unit detached;0;-0.511978543030376;0.511978543030376;n
Civilian labor force;1 unit detached;0;-0.549487604512036;0.549487604512036;n
White;1 unit detached;0;0.531648124104762;0.531648124104762;p
Total population;1 unit detached;0;-0.537264923524228;0.537264923524228;n
All income;1 unit detached;0;-0.573984359570699;0.573984359570699;n
Ancestry All;1 unit detached;0;-0.537264923524228;0.537264923524228;n
Occupied tenure;1 unit detached;0;-0.573984359570699;0.573984359570699;n
Foreign Born, place of birth;1 unit detached;0;-0.562985425504466;0.562985425504466;n
Age >5;1 unit detached;0;-0.537733374236905;0.537733374236905;n
F age>16;1 unit detached;0;-0.55086014331523;0.55086014331523;n
Asian;1 unit detached;0;-0.502518808727014;0.502518808727014;n
All units in structure;1 unit detached;0;-0.582437760818893;0.582437760818893;n
Male >15y;1 unit detached;0;-0.545475731584318;0.545475731584318;n
Citizen, age >18;1 unit detached;0;-0.541473993835863;0.541473993835863;n
2 rooms;1 unit detached;0;-0.534531591101813;0.534531591101813;n
All (hispanic/latino test);1 unit detached;0;-0.537264923524228;0.537264923524228;n
Take public transportation to work;1 unit detached;0;-0.631731305647232;0.631731305647232;n
Female, age15-50, w child<1y;1 unit detached;0;-0.523158723332932;0.523158723332932;n
Age >=25;1 unit detached;0;-0.544791613193416;0.544791613193416;n
All race;1 unit detached;0;-0.537264923524228;0.537264923524228;n
Heat fuel - occupied;1 unit detached;0;-0.573984359570699;0.573984359570699;n
Age >5, English only;1 unit detached;0;0.532510725435408;0.532510725435408;p
Civilian age 19-64;1 unit detached;0;-0.558739021551688;0.558739021551688;n
Total labor force age 19-64;1 unit detached;0;-0.552304269162324;0.552304269162324;n
Age >1;1 unit detached;0;-0.537036486069211;0.537036486069211;n
Civilian population;1 unit detached;0;-0.535249146311531;0.535249146311531;n
Drive alone;1 unit detached;0;0.554334668968553;0.554334668968553;p
Rent $1.5-2k;1 unit attached;0;0.62294876228212;0.62294876228212;p
Grandparent w/ grandchild <18;2 units;0;0.502333827855872;0.502333827855872;p
Unemployed;2 units;0;0.520120522795746;0.520120522795746;p
Renter occupied;2 units;0;0.505344776597641;0.505344776597641;p
Owner occupied;2 units;0;-0.505342084764444;0.505342084764444;n
All race;3-4 families per building;0;0.566676831746854;0.566676831746854;p
Employed pop age >16;3-4 families per building;0;0.54450402598162;0.54450402598162;p
Heat fuel - occupied;3-4 families per building;0;0.56049502869021;0.56049502869021;p
Sex/age all;3-4 families per building;0;0.566676831746854;0.566676831746854;p
Pop in households;3-4 families per building;0;0.562856316883815;0.562856316883815;p
2 units;3-4 families per building;0;0.57826499638039;0.57826499638039;p
Age >=25;3-4 families per building;0;0.562845366340363;0.562845366340363;p
Age >5;3-4 families per building;0;0.564421266536487;0.564421266536487;p
Citizen, age >18;3-4 families per building;0;0.550383921912436;0.550383921912436;p
Children, age <6;3-4 families per building;0;0.575484606822647;0.575484606822647;p
Ancestry All;3-4 families per building;0;0.566676831746854;0.566676831746854;p
Grandparent w/ grandchild <18;3-4 families per building;0;0.527609399456301;0.527609399456301;p
Age >16;3-4 families per building;0;0.567297937837673;0.567297937837673;p
All rooms;3-4 families per building;0;0.57457616660862;0.57457616660862;p
Total population;3-4 families per building;0;0.566676831746854;0.566676831746854;p
Civilian age <19;3-4 families per building;0;0.54003493362221;0.54003493362221;p
Female, age15-50, w child<1y;3-4 families per building;0;0.580275059077525;0.580275059077525;p
Total employed;3-4 families per building;0;0.54450402598162;0.54450402598162;p
All bedrooms;3-4 families per building;0;0.57457616660862;0.57457616660862;p
All Households;3-4 families per building;0;0.56049502869021;0.56049502869021;p
Owner occupied;3-4 families per building;0;-0.543912460876712;0.543912460876712;n
Occupants/room;3-4 families per building;0;0.56049502869021;0.56049502869021;p
